isrm,TotalPop,MortalityR
1144,101.59895035767491,1070.988692430728
1145,101.59895035754629,1070.988692430728
1146,101.59895035726095,1070.988692430728
1147,101.59895035702291,1070.988692430728
1148,101.5989503574827,1070.9886924307282
1149,101.59895035722694,1070.988692430728
1150,101.59895035722249,1070.9886924307282
1151,101.59895035756844,1070.9886924307282
1152,101.59895035716187,1070.9886924307282
1153,8720.972958023545,788.3142518752468
1154,1277.4831844001067,974.823951765085
1155,2174.099686049139,974.823951765085
1156,2571.6738011791863,974.823951765085
1157,2571.6738011797243,974.823951765085
1158,1625.5832057175085,1070.9886924307282
1159,1625.583205717269,1070.988692430728
1160,1625.583205717683,1070.988692430728
1161,1625.5832057172217,1070.9886924307282
1162,545.0608098759178,788.3142518752468
1163,545.0608098759576,788.3142518752468
1164,545.0608098755728,788.3142518752469
1165,545.0608098767943,788.3142518752469
1166,545.0608098761955,788.3142518752468
1167,545.0608098754915,788.3142518752468
1168,545.0608098761519,788.3142518752468
1169,545.0608098774507,788.3142518752468
1170,545.0608098766099,788.3142518752468
1171,545.0608098751069,788.3142518752468
1172,545.0608098767725,788.3142518752468
1173,545.0608098757157,788.3142518752468
1174,545.0608098775517,788.3142518752468
1175,545.0608098753052,788.3142518752468
1176,5284.182770937217,822.9903049391041
1177,6299.417184979912,823.6330558350232
1178,6299.417184958187,823.6330558350232
1179,6299.417184979386,823.633055835023
1180,6299.4171849673985,823.633055835023
1181,6299.417184993273,823.6330558350232
1182,6299.417184954382,823.6330558350232
1183,6299.417184977322,823.633055835023
1184,6299.417184984702,823.6330558350232
1185,6299.417184982822,823.6330558350232
1186,160.7296125728425,974.823951765085
1187,160.72961257397924,974.8239517650848
1188,160.7296125738038,974.823951765085
1189,160.72961257402366,974.823951765085
1190,160.72961257365176,974.823951765085
1191,160.7296125733629,974.823951765085
1192,2180.243239501407,788.3142518752466
1193,16868.192259518208,823.633055835023
1194,527.9974352162048,974.823951765085
1195,171.5521591727688,974.823951765085
1196,642.9184502956385,974.823951765085
1197,406.39580142909546,1070.9886924307282
1198,406.395801429397,1070.9886924307282
1199,406.39580142906,1070.9886924307282
1200,406.3958014293098,1070.9886924307282
1201,406.3958014291857,1070.9886924307282
1202,406.3958014292419,1070.988692430728
1203,406.39580142912655,1070.9886924307282
1204,406.3958014284287,1070.988692430728
1205,406.39580143017923,1070.9886924307282
1206,406.39580142887223,1070.9886924307282
1207,545.060809875541,788.3142518752468
1208,545.0608098748213,788.3142518752468
1209,545.0608098774903,788.3142518752468
1210,545.0608098758008,788.3142518752469
1211,545.0608098767765,788.3142518752468
1212,545.0608098748709,788.3142518752469
1213,545.0608098759318,788.3142518752468
1214,528.5192643665106,788.3142518752468
1215,537.9781070496954,788.3142518752466
1216,545.0608098757097,788.3142518752469
1217,545.0608098774646,788.3142518752466
1218,545.0608098766555,788.3142518752468
1219,545.0608098778393,788.3142518752466
1220,1180.818682195707,809.131251533634
1221,6296.033558603179,823.6312579183618
1222,6299.41718499208,823.633055835023
1223,6299.417184957705,823.6330558350232
1224,6299.417184988161,823.6330558350232
1225,6299.417184966505,823.6330558350232
1226,6299.417184995978,823.6330558350232
1227,6299.417184969164,823.633055835023
1228,6299.41718497228,823.6330558350232
1229,6299.417184986306,823.633055835023
1230,6299.417184974824,823.633055835023
1231,160.72961257360967,974.823951765085
1232,160.7296125739605,974.8239517650848
1233,160.72961257405288,974.823951765085
1234,160.72961257373598,974.823951765085
1235,160.7296125737126,974.823951765085
1236,160.72961257365765,974.823951765085
1237,6361.016476075455,886.8333214970528
1238,127.14292010156198,886.8333214970528
1239,121608.96693519427,809.4171516546048
1240,291445.76822458726,783.3624025989519
1241,40575.07472225586,1109.7043809495167
1242,8278.287386990774,1607.5844983611114
1243,545.0608098759396,788.3142518752469
1244,545.0608098776271,788.3142518752468
1245,545.0608098763184,788.3142518752466
1246,545.06080987591,788.3142518752468
1247,433.52799464750166,788.3142518752468
1248,545.0608098766396,788.3142518752469
1249,545.0608098770898,788.3142518752468
1250,545.0608098761994,788.3142518752468
1251,545.0608098774883,788.3142518752468
1252,2833.801815098952,819.5417204935466
1253,6299.417184976566,823.633055835023
1254,6299.417185005052,823.633055835023
1255,6299.4171849606155,823.6330558350232
1256,6299.4171849792465,823.6330558350232
1257,6299.41718496403,823.633055835023
1258,6299.417184987772,823.6330558350232
1259,6299.417184984862,823.6330558350232
1260,6299.417184970241,823.6330558350232
1261,6299.417184988506,823.633055835023
1262,6299.4171849677205,823.6330558350232
1263,5546.504269012413,823.6330558350232
1265,64.23622113028784,974.8239517650848
1266,20.800489196970045,974.8239517650848
1267,112.76850821253936,974.8239517650848
1268,160.72961257380146,974.823951765085
1269,160.72961257374064,974.823951765085
1270,155.2272660852918,974.823951765085
1271,101.59895035707243,1070.988692430728
1272,101.5989503573378,1070.9886924307282
1273,101.59895035739103,1070.9886924307282
1274,101.5989503573659,1070.9886924307282
1275,2180.2432395040682,788.3142518752468
1276,1450.9647088149202,788.3142518752468
1277,2180.243239501728,788.3142518752468
1278,642.918450295414,974.823951765085
1279,406.39580142944584,1070.9886924307282
1280,406.3958014294474,1070.9886924307282
1281,545.0608098773118,788.3142518752468
1282,545.0608098764869,788.3142518752468
1283,545.0608098761063,788.3142518752466
1284,513.7511257031487,788.3142518752469
1285,319.953656738037,788.3142518752468
1286,545.0608098775499,788.3142518752468
1287,391.27857201546266,788.3142518752468
1288,545.0608098766198,788.3142518752468
1289,545.0608098782359,788.3142518752468
1290,4470.626465231127,822.2645400377761
1291,6299.417184961601,823.6330558350232
1292,6299.417184983923,823.6330558350232
1293,6299.417184977345,823.6330558350232
1294,6299.417184961532,823.6330558350232
1295,6299.417184958508,823.6330558350232
1296,6299.417184990247,823.6330558350232
1297,6299.417184981539,823.633055835023
1298,6299.417184973403,823.6330558350232
1299,6299.4171849838995,823.633055835023
1300,6299.417184991966,823.6330558350232
1301,4259.58224860762,823.633055835023
1304,29.5119151113833,974.8239517650848
1305,160.3594067411068,974.823951765085
1306,160.72961257378273,974.823951765085
1307,159.257743744578,974.8239517650848
1308,134.85826818692397,974.8239517650848
1309,101.59895035723285,1070.988692430728
1310,101.59895035728607,1070.9886924307282
1311,101.59895035763498,1070.9886924307282
1312,101.59895035716039,1070.9886924307282
1313,2.270644106729354,886.8333214970527
1314,0.40744449742726774,886.8333214970528
1315,7.170280964455861,886.8333214970528
1317,1374.7053726392182,821.1143695014663
1318,3129.3993041845733,821.1143695014663
1319,8720.972958015878,788.3142518752468
1320,8720.972958021614,788.3142518752469
1321,8720.972958017534,788.3142518752468
1322,3539.4439328303383,788.3142518752468
1323,542.0086018634589,842.1983008460957
1324,1043.7678969676065,974.823951765085
1325,1187.8442452129186,974.823951765085
1326,2374.265222289648,974.8239517650848
1327,2556.302709803331,974.8239517650848
1328,1976.3761137663391,1024.5927257247827
1329,1625.5832057180673,1070.9886924307282
1330,1625.5832057170205,1070.9886924307282
1331,1625.5832057176713,1070.9886924307282
1332,545.060809876949,788.3142518752468
1333,545.0608098745577,788.3142518752468
1334,545.060809876483,788.3142518752468
1335,545.0608098758424,788.3142518752468
1336,543.9266334584536,788.3142518752468
1337,295.80938457173363,788.3142518752469
1338,259.30475688026337,789.8411798347475
1339,5834.616387876672,823.4540646931083
1340,6299.417184967307,823.6330558350232
1341,6299.417184983808,823.633055835023
1342,6299.417184960661,823.633055835023
1343,6299.417184991256,823.633055835023
1344,6299.417184969644,823.633055835023
1345,6299.417184988803,823.6330558350232
1346,6299.417184970471,823.6330558350232
1347,6299.417184977988,823.6330558350232
1348,6299.417184986238,823.6330558350232
1349,6299.417184976131,823.633055835023
1350,2826.1105133309647,823.6330558350232
1352,64.00186021372426,788.3142518752468
1353,246.8611152919,788.3142518752468
1354,308.93161570778705,788.3142518752468
1355,280.83063582725873,788.3142518752468
1356,4.654774054744171,974.8239517650852
1357,47.33758386442854,974.8239517650848
1358,259.75338085873364,974.823951765085
1359,642.9184502952971,974.8239517650848
1360,406.39580142903344,1070.9886924307282
1361,406.39580142908954,1070.988692430728
1362,406.39580142941486,1070.9886924307282
1363,406.3958014295095,1070.988692430728
1364,545.0608098773753,788.3142518752468
1365,545.0608098759615,788.3142518752468
1366,545.0608098771215,788.3142518752468
1367,545.0608098759734,788.3142518752468
1368,499.5637905853148,788.3142518752468
1369,188.53930832591743,788.3142518752468
1370,720.0270783158267,823.633055835023
1371,5931.183671168459,823.633055835023
1372,5852.363249074258,823.6330558350232
1373,6299.417184983211,823.633055835023
1374,6299.417184969738,823.633055835023
1375,6199.032759206401,823.6330558350232
1376,6299.417184969118,823.6330558350232
1377,6299.417184977871,823.6330558350232
1378,6299.417184965886,823.6330558350232
1379,6299.417184970654,823.633055835023
1380,6299.417184995794,823.6330558350232
1381,6299.41718495381,823.633055835023
1382,2057.250734339625,823.6330558350232
1384,545.060809877294,788.3142518752468
1385,545.060809875444,788.3142518752468
1386,545.0608098757573,788.3142518752468
1387,545.0608098775041,788.3142518752468
1388,5585.282302671419,823.633055835023
1389,6299.417184973127,823.6330558350232
1390,5976.450094254427,823.633055835023
1391,6033.762318671994,823.6330558350232
1392,5929.972374219571,823.6330558350232
1393,6291.252401652549,823.6330558350232
1394,6262.250384002922,823.633055835023
1395,6299.417184968636,823.633055835023
1396,6283.741099661973,823.633055835023
1397,5262.1142749729315,823.6330558350232
1398,2180.2432395028304,788.3142518752468
1399,2180.243239507187,788.3142518752468
1400,2180.2432395056485,788.3142518752468
1401,2180.2432395024302,788.3142518752468
1402,600.4503200115339,823.6330558350232
1403,545.0608098785513,788.3142518752468
1404,545.0608098757552,788.3142518752468
1405,524.8825877698347,788.3142518752468
1406,278.7470173607153,788.3142518752468
1407,5248.890652002302,823.6330558350232
1408,2520.153961169001,823.6330558350232
1409,2173.2426938839862,823.6330558350232
1410,820.2464938678526,823.6330558350232
1411,801.8943645203852,823.633055835023
1412,1298.4207563539462,823.6330558350232
1413,1743.9201749694464,823.6330558350232
1414,3315.8055751909415,823.633055835023
1415,1195.4973819543043,823.6330558350232
1416,204.12589973182773,823.6330558350232
1417,3751.35642943202,886.8333214970527
1418,386.26267127367277,886.8333214970528
1419,327.6292822689535,886.8333214970528
1420,427.705256536177,886.8333214970528
1422,749.171884735278,821.1143695014663
1423,3192.180173262922,821.1143695014663
1424,3194.564022285764,821.1143695014663
1425,8720.97295802056,788.3142518752468
1426,608.1476860036781,788.3142518752469
1429,5014.37257003005,823.633055835023
1430,161.48693244916666,916.8037210250533
1431,224.9027795968291,946.7708408865884
1432,28.642045625215072,926.170383541629
1433,453.24411992627444,926.2341068015116
1434,784.1762780746238,974.823951765085
1435,180.96591578741504,974.823951765085
1436,546.1278953208457,974.823951765085
1437,16044.450109555251,1010.1082416410213
1438,1625.5832057175974,1070.9886924307282
1439,1625.5832057177186,1070.988692430728
1440,1625.5832057178307,1070.988692430728
1441,14630.248851458553,1070.9886924307282
1442,1625.5832057185996,1070.988692430728
1443,1625.5832057175055,1070.9886924307282
1444,1625.583205716388,1070.9886924307282
1445,13940.154719246195,1072.238718853161
1446,14251.359847647562,1072.1144503854825
1447,545.0608098750939,788.3142518752468
1448,545.0608098766108,788.3142518752468
1449,545.0608098768558,788.3142518752468
1450,545.0608098779771,788.3142518752468
1451,545.0608098744435,788.3142518752469
1452,545.0608098770264,788.3142518752468
1453,2180.243239501435,788.3142518752468
1454,2178.2237675849574,788.3142518752468
1455,348.4603768985506,788.3142518752468
1456,414.5703808361248,823.6330558350232
1460,2185.2089675322945,823.6330558350232
1461,5558.02644883667,823.633055835023
1462,545.0608098759477,788.3142518752468
1463,545.0608098766951,788.3142518752468
1464,545.0608098743672,788.3142518752468
1465,545.06080987555,788.3142518752468
1466,538.4249264565369,788.3142518752469
1467,519.1229695408174,788.3142518752468
1468,39.707237465939,886.8333214970528
1469,39.70723746607248,886.8333214970528
1470,545.060809875096,788.3142518752469
1471,545.0608098780078,788.3142518752468
1472,545.0608098776758,788.3142518752468
1473,545.0608098761548,788.3142518752466
1474,544.8080179169718,788.3142518752468
1475,545.0608098748173,788.3142518752469
1476,158.82894986404725,886.8333214970527
1477,10.248147844834607,821.1143695014664
1478,784.1488384096239,821.1143695014663
1479,1888.1743791502308,788.3142518752468
1480,609.5035593269854,926.1703835416288
1481,1441.897846080789,926.1703835416288
1482,1598.3355019932046,926.170383541629
1483,252.2099857852691,926.170383541629
1484,39.70723746601701,886.8333214970527
1485,39.70723746594132,886.8333214970528
1486,545.060809874744,788.3142518752468
1487,545.0608098770659,788.3142518752468
1488,545.0608098748847,788.3142518752468
1489,545.0608098765147,788.3142518752469
1490,411.7794757842355,788.3142518752468
1491,545.0608098766198,788.3142518752468
1492,635.3157994552148,886.8333214970527
1493,635.3157994557984,886.8333214970527
1494,3194.5640222851994,821.1143695014663
1495,3194.564022286446,821.1143695014663
1496,8115.796387361174,788.3142518752468
1497,1715.950277251583,788.3142518752468
1502,3.307716661292792,806.6843904291682
1503,3894.026630938832,809.1696894709683
1504,7372.909304143116,822.3069361828112
1506,562.1646339513359,926.1703835416288
1510,1625.5832057170326,1070.988692430728
1511,1625.583205717949,1070.988692430728
1512,1625.5832057163436,1070.988692430728
1513,1625.5832057171094,1070.9886924307282
1514,1625.5832057173518,1070.9886924307282
1515,1625.58320571763,1070.988692430728
1516,39.70723746598003,886.8333214970528
1517,34.11982848592103,886.8333214970528
1518,196.7505358609908,821.1143695014663
1519,199.66025139251715,821.1143695014663
1520,545.060809875102,788.3142518752468
1521,545.0608098777193,788.3142518752468
1522,545.0608098751514,788.3142518752468
1523,539.6417504072706,788.3142518752468
1524,497.6850629510863,926.1703835416288
1525,442.0057388236896,926.170383541629
1526,497.9894809498143,926.1703835416288
1527,497.98948094727797,926.170383541629
1528,497.9894809466257,926.1703835416288
1529,455.8912046660647,926.170383541629
1530,149.03632783087735,886.8333214970527
1531,46.96414463147978,821.1143695014663
1532,1718.6657940282719,788.3142518752469
1533,744.0896126937727,788.3142518752468
1534,827.661343972174,926.1703835416288
1535,21.86268912089721,886.8333214970528
1536,6.388236564580395,886.8333214970528
1537,83.37592501804791,821.1143695014663
1538,199.66025139229123,821.1143695014663
1539,545.0608098752942,788.3142518752468
1540,545.0608098773316,788.3142518752469
1541,545.0608098760239,788.3142518752468
1542,545.0608098749868,788.3142518752468
1543,360.88225397264193,926.170383541629
1544,480.53381783397464,926.170383541629
1545,497.98948094923094,926.170383541629
1546,497.9894809479266,926.170383541629
1547,497.98948094668737,926.1703835416288
1548,497.9894809488107,926.170383541629
1588,907.3839918092876,910.9737795664662
1589,24795.018847410505,886.8333214970528
1590,27882.788606433474,1551.5192012153918
1591,17333.887235669503,1433.9169549552457
1592,5872.400617228368,1551.997952512776
1593,7346.54714169835,1336.3027653343
1594,18077.462022553456,1246.4235274436899
1595,19231.249442623288,1320.5157392222618
1596,19564.968706963053,1514.9379307654178
1597,18346.20673526695,2015.110715445953
1598,13750.558973439693,2057.078612495869
1599,16626.655442681364,1751.1933567374354
1600,1584.5497405696278,1703.1718622193946
1626,39.707237465913,886.8333214970527
1627,39.707237466039544,886.8333214970528
1628,37.266235573861,886.8333214970527
1629,0.4407081134389005,886.8333214970527
1630,110.3754462929389,821.1143695014663
1631,199.66025139236825,821.1143695014663
1632,472.20647504758136,724.616469354457
1633,472.206475049562,724.6164693544569
1634,472.2064750486937,724.616469354457
1635,517.7091472068157,766.5020882204334
1636,545.0608098781685,788.3142518752468
1637,545.060809876137,788.3142518752468
1638,545.0608098743871,788.3142518752468
1639,545.0608098756076,788.3142518752468
1640,545.0608098786702,788.3142518752468
1641,545.0608098760973,788.3142518752468
1642,0.4560543764037314,806.6843904291682
1643,328.42615449371414,806.6843904291682
1644,486.5650564095895,806.6843904291682
1645,549.2899284168269,806.6843904291682
1646,667.4656245969908,806.6843904291684
1647,724.4561408057449,806.6843904291684
1648,516.2870163344799,806.6843904291684
1649,381.8099154150441,806.6843904291684
1650,0.035333032149712784,926.170383541629
1651,259.59676899361494,926.170383541629
1652,497.9894809468214,926.170383541629
1653,497.9894809472055,926.1703835416288
1654,497.9894809482164,926.170383541629
1655,497.98948094761136,926.1703835416288
1656,497.98948094645544,926.170383541629
1657,497.9894809496187,926.170383541629
1658,468.9980531373809,926.170383541629
1659,36.82132406451566,926.170383541629
1660,101.5989503576956,1070.988692430728
1661,101.59895035711456,1070.9886924307282
1662,158.82894986408422,886.8333214970527
1664,25.373357269700517,821.1143695014663
1665,1888.8259001925715,724.6164693544569
1669,119.90408552639335,806.6843904291682
1670,100.41323914369397,806.6843904291682
1671,277.9827194717596,806.6843904291684
1672,106.6302504091344,807.2788424413382
1673,406.3958014294976,1070.9886924307282
1674,39.70723746594825,886.8333214970528
1675,39.707237466056014,886.8333214970527
1676,38.32433727535275,886.8333214970527
1677,0.7354580018860132,886.8333214970528
1678,165.8196893792591,821.1143695014663
1679,192.18579358021572,821.1143695014663
1680,472.20647504787,724.6164693544569
1681,472.2064750497055,724.6164693544569
1682,472.206475048582,724.616469354457
1683,480.48175676257137,732.8241369247019
1684,541.2366515350735,785.39716393385
1685,545.060809876019,788.3142518752466
1686,545.0608098771869,788.3142518752466
1687,545.060809874509,788.3142518752468
1688,545.0608098779097,788.3142518752469
1689,545.0608098754975,788.3142518752468
1690,173.35219450704236,806.6843904291682
1691,717.2145283103476,806.6843904291682
1692,724.4561408030409,806.6843904291682
1693,459.43455257644956,806.6843904291682
1694,724.4561408057449,806.6843904291684
1695,724.4561408029036,806.6843904291682
1696,706.4183585687083,806.6843904291682
1697,352.5868574047464,806.6843904291682
1698,11.043352826578808,926.170383541629
1699,454.209297772173,926.1703835416288
1700,497.9894809475497,926.1703835416288
1701,497.9894809484738,926.1703835416288
1702,497.98948094926715,926.170383541629
1703,497.9894809473867,926.170383541629
1704,497.9894809472418,926.170383541629
1705,497.98948094927084,926.1703835416288
1706,497.98948094736136,926.1703835416288
1707,329.4698280127641,926.1703835416288
1708,101.5989503573001,1070.9886924307282
1709,101.59895035714709,1070.9886924307282
1710,635.3157994550634,886.8333214970527
1711,3194.5640222852167,821.1143695014663
1712,3194.5640222864745,821.1143695014663
1713,3194.5640222853217,821.1143695014663
1714,3838.3167685304093,793.0737300393932
1715,6725.555601670332,733.3378924175917
1716,7553.876689610293,724.629822892648
1717,7555.30360077571,724.616469354457
1718,7555.303600774785,724.616469354457
1719,7555.303600783223,724.6164693544569
1720,3881.7665249493734,788.3142518752468
1721,792.8652731402678,788.3142518752468
1725,26.339805976038036,806.6843904291682
1726,1625.5832057167338,1070.9886924307282
1727,1625.5832057159503,1070.9886924307282
1728,39.70723746601904,886.8333214970528
1729,39.70723746603694,886.8333214970528
1730,39.70723746595894,886.8333214970528
1731,14.071163274064144,886.8333214970528
1732,2.3414521385781577,821.1143695014663
1733,120.01576074174433,821.1143695014663
1734,199.66025139330816,821.1143695014663
1735,199.66025139265915,821.1143695014663
1736,472.206475047553,724.616469354457
1737,472.20647504887495,724.616469354457
1738,472.20647504854077,724.616469354457
1739,472.2064750490905,724.616469354457
1740,520.1673452113002,768.5562457699193
1741,545.060809878108,788.3142518752468
1742,545.0608098769281,788.3142518752468
1743,545.0608098755381,788.3142518752468
1745,0.7012374591660322,806.6843904291682
1746,36.85528642005381,806.6843904291682
1747,119.7213927680279,806.6843904291682
